num_imagens,TP,FP,FN,TN,precision_global,recall_global,f1_global,iou_global,accuracy_global
9,40310,4847,3467,2310672,0.8926633744491441,0.9208031614774882,0.9065149436660894,0.8290144784468575,0.996476067437066
