num_imagens,TP,FP,FN,TN,precision_global,recall_global,f1_global,iou_global,accuracy_global,precision_media,recall_media,f1_media,iou_media,accuracy_media
9,40310,4847,3467,2310672,0.8926633744491441,0.9208031614774882,0.9065149436660894,0.8290144784468575,0.996476067437066,0.8735003917844422,0.8062750940912691,0.797758560997968,0.7043670457104286,0.996476067437066
