id,TP_fp32,FP_fp32,FN_fp32,TN_fp32,precision_fp32,recall_fp32,f1_fp32,iou_fp32,TP_int8,FP_int8,FN_int8,TN_int8,precision_int8,recall_int8,f1_int8,iou_int8,pixels_fp32_int8_diferentes,max_diff_logits,mean_diff_logits,max_diff_prob
ang20191025t171141_r9728_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,8.175607681274414,0.895044207572937,0.0595838762819767
ang20191025t171141_r2816_c0_w512_h512,0,75,0,262069,0.0,0.0,0.0,0.0,0,63,0,262081,0.0,0.0,0.0,0.0,14,8.988368034362793,0.985830545425415,0.16528677940368652
ang20191025t171141_r12544_c0_w512_h512,0,9,0,262135,0.0,0.0,0.0,0.0,0,5,0,262139,0.0,0.0,0.0,0.0,6,11.750828742980957,0.920005202293396,0.15782082080841064
ang20191025t173025_r6912_c0_w512_h512,0,114,0,262030,0.0,0.0,0.0,0.0,0,105,0,262039,0.0,0.0,0.0,0.0,13,24.356094360351562,1.0855776071548462,0.21438461542129517
ang20191025t173025_r5376_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,22.3236083984375,1.1899545192718506,0.07379956543445587
ang20191025t173025_r10496_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,9.421567916870117,0.908061146736145,0.38543832302093506
ang20191025t173025_r1536_c0_w512_h512,0,19,0,262125,0.0,0.0,0.0,0.0,0,41,0,262103,0.0,0.0,0.0,0.0,22,12.077713966369629,1.0469794273376465,0.3548969328403473
ang20191025t174619_r5632_c0_w512_h512,0,263,0,261881,0.0,0.0,0.0,0.0,0,282,0,261862,0.0,0.0,0.0,0.0,55,8.046672821044922,0.7934579849243164,0.4782266318798065
ang20191025t174619_r3072_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,7.485721588134766,0.802780032157898,0.18124687671661377
ang20191025t174619_r768_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,5.665768623352051,0.944085419178009,0.0021880678832530975
ang20191025t174619_r8192_c0_w512_h512,0,4,0,262140,0.0,0.0,0.0,0.0,0,16,0,262128,0.0,0.0,0.0,0.0,12,34.24765396118164,1.210321307182312,0.22852492332458496
ang20191025t182152_r3328_c0_w512_h512,0,17,0,262127,0.0,0.0,0.0,0.0,0,5,0,262139,0.0,0.0,0.0,0.0,22,12.508929252624512,0.9330598711967468,0.21568529307842255
ang20191025t182152_r6656_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,10.550042152404785,0.7391316294670105,0.07823829352855682
ang20191025t182152_r5632_c0_w512_h512,0,3,0,262141,0.0,0.0,0.0,0.0,0,21,0,262123,0.0,0.0,0.0,0.0,18,19.607833862304688,1.7634328603744507,0.3022996187210083
ang20191025t182152_r12544_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,11.028959274291992,1.0130107402801514,0.04093024134635925
ang20191025t184057_r5376_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,12.779281616210938,0.8435843586921692,0.12835104763507843
ang20191025t184057_r5888_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,11.284343719482422,1.4577358961105347,0.09536394476890564
ang20191025t184057_r12288_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,12.064022064208984,0.9522110223770142,0.1132952868938446
ang20191025t184057_r0_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,12.119544982910156,1.2007735967636108,0.006479528266936541
ang20191025t185816_r6912_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,36.41965103149414,1.1524745225906372,0.18912675976753235
ang20191025t185816_r7680_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,11.250164985656738,0.9226517677307129,0.31357553601264954
ang20191025t185816_r4864_c0_w512_h512,0,18,0,262126,0.0,0.0,0.0,0.0,0,12,0,262132,0.0,0.0,0.0,0.0,16,36.479881286621094,2.10894775390625,0.3768582344055176
ang20191025t185816_r13056_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,14.176126480102539,1.0909658670425415,0.10176976770162582
ang20191025t191752_r6912_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,20.94968032836914,1.0045251846313477,0.07898838818073273
ang20191025t191752_r6400_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,13.44302749633789,0.9193998575210571,0.014749064110219479
ang20191025t191752_r4352_c0_w512_h512,0,137,0,262007,0.0,0.0,0.0,0.0,0,109,0,262035,0.0,0.0,0.0,0.0,30,19.392498016357422,1.6161746978759766,0.37354081869125366
ang20191025t191752_r11520_c0_w512_h512,0,36,0,262108,0.0,0.0,0.0,0.0,0,55,0,262089,0.0,0.0,0.0,0.0,19,13.068849563598633,0.830596387386322,0.3078981935977936
ang20191025t193513_r7424_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,51,0,262093,0.0,0.0,0.0,0.0,51,10.242401123046875,0.8111040592193604,0.2275661826133728
ang20191025t193513_r6400_c0_w512_h512,0,23,0,262121,0.0,0.0,0.0,0.0,0,5,0,262139,0.0,0.0,0.0,0.0,28,14.622322082519531,1.1363673210144043,0.350468248128891
ang20191025t193513_r12800_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,14.333709716796875,1.149788498878479,0.16154253482818604
ang20191025t193513_r7936_c0_w512_h512,0,8,0,262136,0.0,0.0,0.0,0.0,0,3,0,262141,0.0,0.0,0.0,0.0,5,9.249137878417969,0.9587684273719788,0.16446742415428162
ang20191025t195446_r8192_c0_w512_h512,0,284,0,261860,0.0,0.0,0.0,0.0,0,244,0,261900,0.0,0.0,0.0,0.0,46,10.258949279785156,0.9419325590133667,0.41278076171875
ang20191025t195446_r4096_c0_w512_h512,0,1,0,262143,0.0,0.0,0.0,0.0,0,3,0,262141,0.0,0.0,0.0,0.0,2,14.631248474121094,1.2521007061004639,0.2861003279685974
ang20191025t195446_r2304_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,12.971046447753906,1.096448302268982,0.0633447989821434
ang20191025t195446_r2816_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,26,0,262118,0.0,0.0,0.0,0.0,26,10.425729751586914,0.9053986072540283,0.4235793650150299
ang20191025t203400_r11520_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,9.76576042175293,0.9145020246505737,0.13054558634757996
ang20191025t203400_r8448_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,10.591054916381836,0.9494583010673523,0.11101937294006348
ang20191025t203400_r4096_c0_w512_h512,0,127,0,262017,0.0,0.0,0.0,0.0,0,107,0,262037,0.0,0.0,0.0,0.0,24,17.543720245361328,1.4983863830566406,0.49566295742988586
ang20191025t203400_r1536_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,9.408895492553711,0.8445704579353333,0.03569502383470535
ang20191025t205201_r7936_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,8.522659301757812,0.8205951452255249,0.058080315589904785
ang20191025t205201_r12800_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,6.63690185546875,0.5715584754943848,0.03965920954942703
ang20191025t205201_r3584_c0_w512_h512,0,155,0,261989,0.0,0.0,0.0,0.0,0,14,0,262130,0.0,0.0,0.0,0.0,141,36.158199310302734,1.2769749164581299,0.4940949082374573
ang20191025t205201_r7168_c0_w512_h512,0,0,0,262144,0.0,0.0,0.0,0.0,0,0,0,262144,0.0,0.0,0.0,0.0,0,9.413450241088867,1.0311381816864014,0.018094416707754135
ang20191018t144405_r2674_c436_w151_h151,2154,583,1017,258390,0.7869930580928023,0.6792809839167455,0.7291807718348003,0.5737879595098562,2172,449,999,258524,0.8286913391835178,0.684957426679281,0.75,0.6,406,25.487022399902344,0.9769076108932495,0.6044177412986755
ang20191018t163108_r14851_c525_w151_h151,3062,374,210,258498,0.8911525029103609,0.9358190709046454,0.9129397734048897,0.8398244651673067,2885,256,387,258616,0.9184972938554601,0.8817237163814181,0.8997349134570404,0.8177437641723356,311,17.21038246154785,1.4439290761947632,0.6706838011741638
ang20191018t141549_r3900_c244_w151_h151,44,0,316,261784,1.0,0.12222222222222222,0.21782178217821782,0.12222222222222222,271,161,89,261623,0.6273148148148148,0.7527777777777778,0.6843434343434343,0.5201535508637236,392,7.858625411987305,0.4740254878997803,0.5953651666641235
ang20191025t165545_r6573_c24_w151_h151,6468,1063,285,254328,0.858850086309919,0.9577965348733896,0.905628675441053,0.8275332650972365,6330,909,423,254482,0.8744301699129714,0.9373611728120835,0.9048027444253859,0.8261550509005482,324,10.335721969604492,0.7928107976913452,0.6580075025558472
ang20191018t190719_r2696_c420_w151_h151,3455,517,645,257527,0.8698388721047331,0.8426829268292683,0.856045589692765,0.7483214208360407,3214,213,886,257831,0.9378465129851182,0.7839024390243903,0.8539922944068024,0.7451889635984233,561,21.432008743286133,2.1394522190093994,0.6552286148071289
ang20191021t191828_r4300_c359_w151_h151,9193,871,146,251934,0.9134538950715422,0.984366634543313,0.9475854249342885,0.9003917727717924,9156,773,183,252032,0.9221472454426428,0.9804047542563443,0.9503840564666806,0.9054588607594937,287,10.426488876342773,1.2037323713302612,0.7882065773010254
ang20191018t181457_r4349_c389_w151_h151,980,430,28,260706,0.6950354609929078,0.9722222222222222,0.8105872622001654,0.6815020862308763,970,368,38,260768,0.7249626307922272,0.9623015873015873,0.8269394714407503,0.7049418604651163,76,10.189859390258789,0.9753929376602173,0.3933406174182892
ang20191018t165503_r2660_c460_w151_h151,13363,843,400,247538,0.9406588765310432,0.9709365690619778,0.9555579391469127,0.9148979871285773,13288,736,475,247645,0.9475185396463206,0.9654871757610985,0.9564184690682693,0.9164769984136837,270,9.97597885131836,0.8121944069862366,0.5908879041671753
ang20191018t190719_r1941_c33_w151_h151,1591,166,420,259967,0.9055207740466704,0.791148682247638,0.8444798301486198,0.7308222324299495,1273,64,738,260069,0.9521316379955124,0.6330183988065639,0.7604540023894863,0.6134939759036144,420,18.93379020690918,2.0575761795043945,0.8119993805885315
ang20191018t163108_r9758_c111_w151_h151,1487,1216,129,259312,0.5501294857565667,0.9201732673267327,0.6885853206760824,0.5250706214689266,1469,1177,147,259351,0.5551776266061981,0.9090346534653465,0.6893477240732051,0.5259577515216612,269,8.948505401611328,0.7679920196533203,0.5376690626144409
ang20191018t144405_r9715_c45_w151_h151,681,630,84,260749,0.5194508009153318,0.8901960784313725,0.6560693641618497,0.4881720430107527,683,418,82,260961,0.620345140781108,0.8928104575163399,0.7320471596998928,0.577345731191885,334,8.918424606323242,0.7176499366760254,0.47297483682632446
ang20191025t161146_r3244_c377_w151_h151,394,684,0,261066,0.3654916512059369,1.0,0.5353260869565217,0.3654916512059369,394,636,0,261114,0.3825242718446602,1.0,0.5533707865168539,0.3825242718446602,52,7.272088050842285,0.7726073265075684,0.39990660548210144
ang20191018t141549_r15184_c353_w151_h151,29,284,213,261618,0.0926517571884984,0.11983471074380166,0.1045045045045045,0.055133079847908745,39,159,203,261743,0.19696969696969696,0.16115702479338842,0.1772727272727273,0.09725685785536159,175,18.387474060058594,0.9162920713424683,0.3138067126274109
ang20191018t181457_r951_c373_w151_h151,1749,3583,73,256739,0.32801950487621906,0.95993413830955,0.488957226726307,0.32358926919518965,1714,2668,108,257654,0.3911455956184391,0.9407244785949506,0.5525467440361058,0.38173719376391985,1332,18.596351623535156,1.3654780387878418,0.6677647233009338
ang20191025t173025_r3336_c191_w151_h151,454,72,20,261598,0.8631178707224335,0.9578059071729957,0.9079999999999999,0.8315018315018315,414,43,60,261627,0.9059080962800875,0.8734177215189873,0.8893662728249195,0.8007736943907157,69,10.659257888793945,1.0165618658065796,0.4578994810581207
ang20191018t141549_r12667_c106_w151_h151,743,247,353,260801,0.7505050505050505,0.6779197080291971,0.7123681687440078,0.5532390171258377,343,105,753,260943,0.765625,0.31295620437956206,0.4443005181347151,0.28559533721898417,542,9.991788864135742,0.6970335245132446,0.6853361129760742
ang20191021t160052_r3543_c486_w151_h151,760,89,45,261250,0.8951707891637221,0.9440993788819876,0.9189842805320435,0.8501118568232662,763,102,42,261237,0.8820809248554913,0.9478260869565217,0.9137724550898203,0.8412348401323043,36,11.683035850524902,1.1078715324401855,0.3909681439399719
ang20191018t165503_r9679_c77_w151_h151,1553,591,31,259969,0.7243470149253731,0.9804292929292929,0.8331545064377682,0.7140229885057471,1519,575,65,259985,0.7254059216809933,0.9589646464646465,0.8259923871669386,0.7035664659564613,302,12.551506996154785,0.8273530602455139,0.7792387008666992
ang20191018t183859_r9782_c161_w151_h151,2412,374,743,258615,0.8657573582196698,0.7645007923930269,0.8119845143915165,0.6834797393029187,2337,275,818,258714,0.8947166921898928,0.740729001584786,0.8104733830414427,0.6813411078717201,192,8.203363418579102,0.7177304625511169,0.5021359920501709
ang20191018t160154_r4393_c66_w151_h151,1988,961,123,259072,0.6741268226517464,0.9417337754618664,0.7857707509881422,0.6471354166666666,1950,931,161,259102,0.6768483165567512,0.9237328280435813,0.78125,0.6410256410256411,524,12.255256652832031,0.8484499454498291,0.6993082165718079
ang20191018t190719_r17183_c16_w151_h151,227,44,14,261859,0.8376383763837638,0.941908713692946,0.88671875,0.7964912280701755,214,31,27,261872,0.8734693877551021,0.8879668049792531,0.8806584362139918,0.7867647058823529,26,9.493593215942383,0.8099299669265747,0.357074499130249
ang20191025t184057_r9464_c310_w151_h151,514,146,41,261443,0.7787878787878788,0.9261261261261261,0.8460905349794239,0.7332382310984308,480,115,75,261474,0.8067226890756303,0.8648648648648649,0.8347826086956522,0.7164179104477612,65,11.743764877319336,1.044622778892517,0.3612912595272064
ang20191021t163119_r10841_c319_w151_h151,30240,3503,966,227435,0.8961858755890111,0.9690444145356663,0.9311921661611419,0.8712437696274742,29969,3032,1237,227906,0.9081239962425381,0.960360187143498,0.933511922376065,0.8753139786202465,836,20.263683319091797,1.0919742584228516,0.7267261147499084
ang20191025t195446_r7552_c210_w151_h151,623,162,117,261242,0.7936305732484077,0.8418918918918918,0.8170491803278689,0.6906873614190687,618,142,122,261262,0.8131578947368421,0.8351351351351352,0.8240000000000001,0.7006802721088435,45,9.090818405151367,0.8298047780990601,0.575893759727478
ang20191018t190719_r9705_c38_w151_h151,885,550,29,260680,0.6167247386759582,0.9682713347921226,0.7535121328224776,0.6045081967213115,766,349,148,260881,0.6869955156950672,0.838074398249453,0.7550517496303596,0.6064924782264449,320,10.595952987670898,0.8711247444152832,0.6447708010673523
ang20191025t191752_r8652_c211_w151_h151,817,143,32,261152,0.8510416666666667,0.9623085983510011,0.9032614704256495,0.8235887096774194,794,105,55,261190,0.8832035595105673,0.9352179034157833,0.908466819221968,0.8322851153039832,63,14.022804260253906,1.0512797832489014,0.4155319035053253
ang20191025t171141_r4818_c323_w151_h151,303,35,842,260964,0.8964497041420119,0.2646288209606987,0.4086311530681052,0.25677966101694916,264,25,881,260974,0.9134948096885813,0.23056768558951965,0.3682008368200837,0.22564102564102564,65,27.207836151123047,1.329850196838379,0.34709563851356506
ang20191018t165503_r1960_c173_w151_h151,1512,1380,169,259083,0.5228215767634855,0.8994646044021416,0.6612726875136672,0.4939562234563868,1475,1095,206,259368,0.5739299610894941,0.8774538964901845,0.6939543636791343,0.5313400576368876,350,35.84280776977539,0.940796971321106,0.5897661447525024
ang20191021t181927_r7397_c149_w151_h151,2368,541,161,259074,0.8140254382949467,0.9363384737050218,0.8709084222140492,0.7713355048859935,2333,475,196,259140,0.8308404558404558,0.922499011466983,0.8742739366685403,0.7766311584553928,111,19.405506134033203,0.8514386415481567,0.5522971153259277
ang20191018t181457_r4453_c18_w151_h151,658,148,44,261294,0.8163771712158809,0.9373219373219374,0.8726790450928382,0.7741176470588236,644,123,58,261319,0.8396349413298566,0.9173789173789174,0.8767869298842751,0.7806060606060606,39,10.634117126464844,0.7774501442909241,0.42292532324790955
ang20191025t174619_r4703_c464_w151_h151,424,103,36,261581,0.8045540796963947,0.9217391304347826,0.8591691995947315,0.7531083481349912,413,81,47,261603,0.8360323886639676,0.8978260869565218,0.8658280922431866,0.7634011090573013,39,9.096494674682617,0.8406583070755005,0.4821182191371918
ang20191025t184057_r7188_c55_w151_h151,1980,390,176,259598,0.8354430379746836,0.9183673469387755,0.8749447635881573,0.7776904948939513,1936,345,220,259643,0.8487505480052608,0.8979591836734694,0.8726617083615056,0.7740903638544582,127,15.749629974365234,0.7912107706069946,0.5078219175338745
ang20191018t163108_r12692_c64_w151_h151,1556,105,925,259558,0.9367850692354004,0.6271664651350262,0.7513278609367456,0.6017014694508894,1237,70,1244,259593,0.946442234123948,0.49858927851672713,0.6531151003167899,0.4849078792630341,364,14.507577896118164,0.8731371164321899,0.4832543134689331
ang20191025t163632_r4943_c530_w151_h151,101,31,6,262006,0.7651515151515151,0.9439252336448598,0.8451882845188284,0.7318840579710145,97,22,10,262015,0.8151260504201681,0.9065420560747663,0.8584070796460177,0.751937984496124,15,15.841473579406738,0.9394258260726929,0.30168837308883667
ang20191018t163108_r2256_c265_w151_h151,380,2956,16,258792,0.11390887290167866,0.9595959595959596,0.20364415862808147,0.11336515513126491,374,2796,22,258952,0.11798107255520504,0.9444444444444444,0.20975883342680873,0.11716791979949874,170,46.79435729980469,1.0181971788406372,0.49598968029022217
ang20191025t171141_r10528_c126_w151_h151,310,60,351,261423,0.8378378378378378,0.4689863842662632,0.6013579049466538,0.42995839112343964,306,59,355,261424,0.8383561643835616,0.4629349470499244,0.5964912280701755,0.425,47,8.29364013671875,0.9423559308052063,0.3888965845108032
ang20191018t144405_r9492_c26_w151_h151,931,49,1465,259699,0.95,0.3885642737896494,0.5515402843601895,0.38077709611451943,981,55,1415,259693,0.946911196911197,0.40943238731218695,0.5716783216783217,0.40024479804161567,190,7.446319580078125,0.6855716705322266,0.506773054599762
ang20191025t185816_r5823_c32_w151_h151,170,2588,2,259384,0.06163886874546773,0.9883720930232558,0.11604095563139932,0.06159420289855073,161,2251,11,259721,0.06674958540630183,0.936046511627907,0.12461300309597526,0.06644655385885266,372,28.377681732177734,1.0683130025863647,0.4650568962097168
ang20191025t191752_r5843_c383_w151_h151,954,79,1676,259435,0.9235237173281704,0.36273764258555136,0.5208845208845209,0.3521594684385382,884,69,1746,259445,0.9275970619097587,0.3361216730038023,0.4934412503488697,0.32752871433864394,86,40.38143539428711,1.0829225778579712,0.3877698481082916
ang20191021t161810_r8807_c129_w151_h151,317,1866,0,259961,0.14521300961978928,1.0,0.2536,0.14521300961978928,317,1413,0,260414,0.18323699421965317,1.0,0.30972154372252075,0.18323699421965317,455,20.96588897705078,0.8153898119926453,0.6179327964782715
ang20191025t165545_r6394_c182_w151_h151,5543,506,4991,251104,0.9163498098859315,0.5262008733624454,0.6685159500693482,0.5020833333333333,5312,356,5222,251254,0.9371912491178547,0.5042718815264856,0.6557215158622391,0.48778696051423326,1909,11.087274551391602,1.0152403116226196,0.7122690677642822
ang20191025t184057_r3384_c231_w151_h151,875,175,51,261043,0.8333333333333334,0.9449244060475162,0.8856275303643725,0.7947320617620345,862,153,64,261065,0.8492610837438423,0.9308855291576674,0.8882019577537352,0.798887859128823,49,24.60659408569336,1.421579122543335,0.3275536596775055
ang20191025t173025_r6296_c170_w151_h151,33,3,98,262010,0.9166666666666666,0.25190839694656486,0.3952095808383233,0.2462686567164179,58,9,73,262004,0.8656716417910447,0.44274809160305345,0.5858585858585859,0.4142857142857143,31,12.422098159790039,1.0562920570373535,0.4104936420917511
ang20191025t182152_r2779_c154_w151_h151,159,29,47,261909,0.8457446808510638,0.7718446601941747,0.8071065989847717,0.676595744680851,152,24,54,261914,0.8636363636363636,0.7378640776699029,0.7958115183246073,0.6608695652173913,16,9.23183536529541,1.0517228841781616,0.22879144549369812
ang20191025t205201_r10416_c273_w151_h151,136,50,107,261851,0.7311827956989247,0.5596707818930041,0.6340326340326341,0.4641638225255973,129,31,114,261870,0.80625,0.5308641975308642,0.6401985111662531,0.4708029197080292,26,9.235681533813477,0.9598591327667236,0.3212766945362091
ang20191025t184057_r10465_c469_w151_h151,252,75,26,261791,0.7706422018348624,0.9064748201438849,0.8330578512396696,0.7138810198300283,251,71,27,261795,0.7795031055900621,0.9028776978417267,0.8366666666666666,0.7191977077363897,21,10.546058654785156,1.1376184225082397,0.4329635500907898
ang20191021t174954_r6967_c133_w151_h151,359,97,18,261670,0.7872807017543859,0.9522546419098143,0.8619447779111644,0.7573839662447257,352,86,25,261681,0.8036529680365296,0.9336870026525199,0.863803680981595,0.7602591792656588,32,9.074616432189941,0.7929293513298035,0.38758617639541626
ang20191021t161810_r10821_c7_w151_h151,17851,848,1221,242224,0.9546499812824215,0.9359794463087249,0.9452225252177596,0.8961345381526105,17619,671,1453,242401,0.9633132859486058,0.9238150167785235,0.9431507949253253,0.8924175657194955,467,8.976005554199219,0.8166731595993042,0.6438006162643433
ang20191018t172239_r9176_c327_w151_h151,88,94,84,261878,0.4835164835164835,0.5116279069767442,0.4971751412429378,0.3308270676691729,78,81,94,261891,0.49056603773584906,0.45348837209302323,0.4712990936555891,0.308300395256917,23,37.417293548583984,0.8240740299224854,0.567961573600769
ang20191025t184057_r3486_c136_w151_h151,811,164,115,261054,0.8317948717948718,0.8758099352051836,0.8532351394003156,0.7440366972477064,785,100,141,261118,0.8870056497175142,0.847732181425486,0.8669243511871895,0.7651072124756335,96,17.76449966430664,1.1335028409957886,0.4056239426136017
ang20191018t183859_r12712_c110_w151_h151,562,114,28,261440,0.8313609467455622,0.9525423728813559,0.8878357030015798,0.7982954545454546,548,89,42,261465,0.8602825745682888,0.9288135593220339,0.893235533822331,0.8070692194403535,49,21.377376556396484,1.2134723663330078,0.4495154619216919
ang20191021t184841_r5112_c321_w151_h151,383,96,25,261640,0.7995824634655533,0.9387254901960784,0.8635851183765502,0.7599206349206349,371,74,37,261662,0.8337078651685393,0.9093137254901961,0.8698710433763189,0.7697095435684648,36,13.184196472167969,1.1392550468444824,0.4973846971988678
ang20191025t182152_r2787_c361_w151_h151,153,34,53,261904,0.8181818181818182,0.7427184466019418,0.7786259541984734,0.6375,143,30,63,261908,0.8265895953757225,0.6941747572815534,0.7546174142480211,0.6059322033898306,28,11.817502975463867,0.8893023729324341,0.3820669651031494
ang20191018t174629_r4306_c191_w151_h151,0,584,111,261449,0.0,0.0,0.0,0.0,66,719,45,261314,0.0840764331210191,0.5945945945945946,0.14732142857142855,0.07951807228915662,251,22.187652587890625,1.270244836807251,0.6932559609413147
ang20191018t141549_r15614_c220_w151_h151,70,47,23,262004,0.5982905982905983,0.7526881720430108,0.6666666666666667,0.5,70,46,23,262005,0.603448275862069,0.7526881720430108,0.6698564593301435,0.5035971223021583,41,10.175355911254883,0.9159959554672241,0.46203678846359253
ang20191021t171902_r10143_c365_w151_h151,90,105,12,261937,0.46153846153846156,0.8823529411764706,0.606060606060606,0.43478260869565216,88,82,14,261960,0.5176470588235295,0.8627450980392157,0.6470588235294119,0.4782608695652174,25,12.091928482055664,0.9863520264625549,0.3675505220890045
ang20191025t173025_r4707_c55_w151_h151,92,168,30,261854,0.35384615384615387,0.7540983606557377,0.4816753926701571,0.31724137931034485,86,160,36,261862,0.34959349593495936,0.7049180327868853,0.46739130434782605,0.3049645390070922,14,21.98511505126953,1.0228767395019531,0.3964494466781616
ang20191018t153724_r16912_c149_w151_h151,205,50,358,261531,0.803921568627451,0.3641207815275311,0.5012224938875306,0.33442088091353994,136,45,427,261536,0.7513812154696132,0.24156305506216696,0.3655913978494624,0.2236842105263158,98,8.746685028076172,0.7348030209541321,0.5385111570358276
ang20191018t174629_r7608_c507_w151_h151,147,31,49,261917,0.8258426966292135,0.75,0.7860962566844919,0.6475770925110133,178,91,18,261857,0.6617100371747212,0.9081632653061225,0.7655913978494623,0.6202090592334495,95,48.354820251464844,0.8865708112716675,0.46015840768814087
ang20191025t205201_r11171_c318_w151_h151,96,493,0,261555,0.16298811544991512,1.0,0.28029197080291973,0.16298811544991512,88,284,8,261764,0.23655913978494625,0.9166666666666666,0.376068376068376,0.23157894736842105,217,11.665305137634277,1.28776216506958,0.41528674960136414
ang20191025t193513_r5930_c534_w151_h151,54,42,74,261974,0.5625,0.421875,0.48214285714285715,0.3176470588235294,79,27,49,261989,0.7452830188679245,0.6171875,0.6752136752136751,0.5096774193548387,48,36.04399490356445,0.9730846285820007,0.5044708251953125
ang20191021t184841_r1071_c144_w151_h151,141,39,17,261947,0.7833333333333333,0.8924050632911392,0.8343195266272189,0.7157360406091371,137,33,21,261953,0.8058823529411765,0.8670886075949367,0.8353658536585367,0.7172774869109948,12,15.558405876159668,1.022167444229126,0.30803272128105164
ang20191021t154726_r3595_c76_w151_h151,948,1308,0,259888,0.42021276595744683,1.0,0.5917602996254682,0.42021276595744683,948,1232,0,259964,0.43486238532110094,1.0,0.6061381074168798,0.43486238532110094,88,8.195581436157227,0.8050572872161865,0.5792371034622192
ang20191025t203400_r1012_c227_w151_h151,43,6,24,262071,0.8775510204081632,0.6417910447761194,0.7413793103448276,0.589041095890411,57,12,10,262065,0.8260869565217391,0.8507462686567164,0.838235294117647,0.7215189873417721,20,6.465610504150391,0.8158212900161743,0.3557147979736328
ang20191021t184841_r5835_c175_w151_h151,222,103,28,261791,0.683076923076923,0.888,0.7721739130434782,0.6288951841359773,215,71,35,261823,0.7517482517482518,0.86,0.8022388059701492,0.6697819314641744,67,13.526948928833008,0.8726009130477905,0.43738019466400146
ang20191018t144405_r1980_c150_w151_h151,213,185,269,261477,0.535175879396985,0.44190871369294604,0.48409090909090907,0.3193403298350825,213,249,269,261413,0.461038961038961,0.44190871369294604,0.451271186440678,0.2913816689466484,104,23.30020523071289,1.0536189079284668,0.39071008563041687
ang20191025t182152_r10313_c122_w151_h151,331,59,47,261707,0.8487179487179487,0.8756613756613757,0.8619791666666666,0.7574370709382151,315,42,63,261724,0.8823529411764706,0.8333333333333334,0.8571428571428571,0.75,33,30.803730010986328,1.1992605924606323,0.31221356987953186
ang20191021t163119_r8833_c523_w151_h151,796,138,73,261137,0.8522483940042827,0.9159953970080552,0.8829728230726567,0.7904667328699106,805,116,64,261159,0.8740499457111836,0.9263521288837745,0.899441340782123,0.817258883248731,47,32.84708786010742,0.8473184704780579,0.5313622951507568
ang20191025t191752_r5942_c143_w151_h151,410,111,57,261566,0.7869481765834933,0.8779443254817987,0.8299595141700404,0.7093425605536332,402,83,65,261594,0.8288659793814434,0.860813704496788,0.8445378151260504,0.730909090909091,36,25.30240249633789,0.9015594720840454,0.4247957468032837
