calib_samples,test_images,precision_fp32,recall_fp32,f1_fp32,iou_fp32,precision_int8,recall_int8,f1_int8,iou_int8,delta_precision,delta_recall,delta_f1,delta_iou,pixels_diferentes,max_diff_logits,mean_diff_logits,max_diff_prob
200,342,0.3095983526572788,0.8304082831546482,0.45103778946783646,0.2911870841012172,0.3136961221470197,0.8151291358076496,0.4530423945602029,0.29286025225714174,0.004097769489740888,-0.015279147346998645,0.0020046050923664405,0.0016731681559245537,72074,55.06334686279297,1.0166440988667527,0.8832114934921265
